ax;ay;az;d_row;d_pitch;d_yaw
1.05591;0.13359;10.07598;2.62500;-172.28751;15.26875
1.07726;0.06405;10.07781;2.10000;-171.71875;15.26875
1.13094;0.12139;10.04792;2.71250;-170.88750;13.86875
1.15168;0.07564;10.08757;1.88125;-170.49374;16.10000
1.17303;0.07869;10.07049;1.83750;-169.35625;15.13750
1.22793;0.15128;10.12600;2.53750;-169.61874;14.21875
1.23037;0.09150;10.07476;2.27500;-169.75000;16.01250
1.31089;0.13054;10.08086;2.58125;-169.61874;14.61250
1.30906;0.10736;10.04365;1.96875;-169.48750;15.40000
1.32797;0.12200;10.04182;2.58125;-169.26875;13.91250
1.42496;0.13359;10.01864;2.93125;-168.04375;15.79375
1.38348;0.05063;10.02169;2.01250;-167.12500;15.26875
1.45546;0.14396;10.05097;2.36250;-164.93750;14.08750
1.50243;0.09455;9.99790;1.96875;-163.36250;15.88125
1.49145;0.09333;9.97899;2.31875;-161.21875;14.17500
1.59088;0.16043;9.98997;2.62500;-159.25000;13.95625
1.57197;0.08479;9.98936;1.83750;-156.93124;16.36250
1.57319;0.08174;10.00766;2.01250;-154.52499;14.17500
1.67628;0.16653;10.01010;2.05625;-151.33125;14.96250
1.66713;0.11468;9.99241;2.45000;-149.18750;15.83750
1.70251;0.08601;9.94971;1.66250;-147.65625;14.30625
1.75741;0.17324;9.95093;2.49375;-146.16875;14.48125
1.76046;0.11712;9.97533;1.88125;-144.33125;15.44375
1.79157;0.11346;9.97350;2.18750;-142.01250;14.26250
1.82634;0.12322;9.96801;1.26875;-140.78751;14.56875
1.86416;0.10675;9.93446;1.00625;-139.51875;15.61875
1.88673;0.12322;9.96435;1.26875;-138.55624;14.39375
1.91296;0.13359;9.98143;1.75000;-137.24374;14.61250
1.95810;0.13420;9.97655;1.61875;-135.27499;14.74375
1.94407;0.08906;9.94544;2.23125;-134.61874;13.78125
1.98738;0.14945;9.90396;1.35625;-133.26250;15.40000
2.03374;0.10797;9.92226;2.01250;-132.30000;14.08750
2.07156;0.17751;9.93019;2.53750;-131.46875;14.17500
2.09901;0.15372;9.82710;1.09375;-129.93750;15.09375
2.10389;0.16775;9.83076;1.48750;-128.75626;14.30625
2.14964;0.16958;9.86675;1.83750;-126.70000;13.51875
2.13927;0.12505;9.86553;0.61250;-123.81250;15.26875
2.17648;0.13542;9.88139;1.22500;-121.88750;14.61250
2.20637;0.11651;9.85455;2.49375;-120.75000;14.26250
2.23077;0.12444;9.86614;1.31250;-116.46250;13.91250
2.25334;0.15921;9.85821;1.26875;-113.35625;15.48750
2.28262;0.11285;9.82466;1.40000;-111.51875;14.61250
2.31922;0.14945;9.83381;1.26875;-108.19375;13.47500
2.33203;0.12139;9.88261;0.61250;-105.78750;14.74375
2.29421;0.08235;9.88566;0.26250;-102.90000;13.73750
2.35887;0.14091;9.85455;0.04375;-101.23750;13.34375
2.37717;0.13542;9.81124;0.65625;-98.39375;14.87500
2.41194;0.17202;9.79782;1.09375;-96.33750;14.26250
2.44366;0.17263;9.78806;1.09375;-94.71875;13.78125
2.45220;0.10370;9.81429;0.61250;-90.82500;13.95625
2.45403;0.16226;9.79721;0.70000;-89.03125;14.04375
2.50405;0.15067;9.80453;0.61250;-87.32500;14.74375
2.48636;0.11834;9.80941;1.35625;-85.66250;13.73750
2.53638;0.16409;9.81368;-0.21875;-82.73125;13.51875
2.52906;0.14274;9.80636;-0.13125;-80.63125;14.65625
2.58152;0.13542;9.80209;0.17500;-78.96875;12.86250
2.58396;0.14213;9.78196;-0.43750;-76.65000;14.61250
2.58579;0.11895;9.79294;-0.13125;-74.37500;13.56250
2.62300;0.18849;9.76793;0.08750;-72.27500;13.30000
2.61568;0.11651;9.78928;-0.17500;-70.08750;15.13750
2.65411;0.16165;9.77769;-0.04375;-67.15625;12.68750
2.66265;0.16348;9.76183;-0.74375;-64.61875;14.70000
2.66265;0.13237;9.74780;0.43750;-62.47500;13.47500
2.70047;0.17385;9.74658;-0.17500;-60.41875;13.03750
2.71389;0.15982;9.75146;-0.56875;-57.57500;14.26250
2.68278;0.10187;9.78806;-0.70000;-54.86250;14.04375
2.73524;0.18178;9.72889;-0.21875;-53.94375;11.76875
2.76208;0.17019;9.72889;-0.52500;-51.18750;14.21875
2.71206;0.12749;9.73560;-0.39375;-48.60625;14.04375
2.76818;0.12932;9.70571;-0.26250;-46.37500;12.86250
2.78892;0.15921;9.70205;-0.26250;-42.30625;13.34375
2.78343;0.15311;9.73682;-1.13750;-39.85625;13.51875
2.80112;0.17141;9.70998;-1.09375;-37.45000;13.08125
2.80478;0.14152;9.71059;-0.96250;-34.38750;13.25625
2.83711;0.15799;9.72462;-0.96250;-31.67500;12.81875
2.80356;0.14945;9.76244;-1.70625;-29.18125;14.08750
2.83223;0.12261;9.72218;-1.96875;-26.55625;13.08125
2.85968;0.15250;9.68375;-1.09375;-24.71875;12.68750
2.87005;0.16287;9.71059;-0.13125;-21.87500;13.51875
2.85297;0.13359;9.70388;-1.66250;-19.03125;13.25625
2.89262;0.16104;9.69046;-1.53125;-17.32500;12.99375
2.87188;0.17812;9.69839;-1.31250;-12.64375;13.91250
2.86700;0.12932;9.73072;-1.53125;-10.63125;12.95000
2.88896;0.13054;9.71181;-1.75000;-7.91875;12.60000
2.88042;0.14701;9.66545;-2.05625;-4.81250;13.60625
2.89079;0.14701;9.65142;-1.61875;-2.45000;12.90625
2.90116;0.17385;9.68680;-1.22500;-0.04375;12.42500
2.91458;0.15311;9.71608;-1.79375;2.45000;13.43125
2.88225;0.13908;9.67216;-2.62500;5.68750;13.25625
2.90909;0.15921;9.68680;-2.18750;8.13750;12.11875
2.90665;0.14274;9.66240;-1.75000;10.71875;13.91250
2.90848;0.13603;9.73865;-1.05000;13.95625;11.15625
2.93593;0.18422;9.68863;-2.75625;17.10625;14.30625
2.88896;0.09394;9.66728;-2.18750;19.25000;12.29375
2.93898;0.21289;9.68741;-1.79375;21.35000;11.50625
2.87981;0.13786;9.74658;-3.23750;24.36875;14.26250
2.92129;0.15616;9.72523;-1.88125;25.50625;11.55000
2.94569;0.20496;9.68558;-2.58125;27.69375;12.16250
2.90482;0.12932;9.64532;-3.10625;30.84375;13.69375
2.90177;0.15799;9.69473;-2.31875;33.29375;11.59375
2.90482;0.15372;9.74109;-2.40625;36.31250;12.73125
2.84504;0.10065;9.73438;-3.32500;39.41875;12.16250
2.91641;0.17995;9.71364;-3.67500;43.57500;12.20625
2.91031;0.15433;9.68070;-3.50000;46.50625;13.91250
2.87737;0.12322;9.68802;-2.71250;49.61250;11.11250
2.87615;0.16226;9.71242;-3.54375;52.01875;11.98750
2.88652;0.16409;9.70022;-3.67500;54.20625;12.20625
2.86944;0.14518;9.72035;-3.01875;57.31250;11.76875
2.87981;0.17507;9.72462;-2.71250;59.98125;12.16250
2.84504;0.12139;9.69046;-3.32500;62.08125;12.64375
2.87615;0.18788;9.66789;-2.75625;64.26875;11.50625
2.85297;0.14335;9.70754;-3.41250;66.36875;12.29375
2.82552;0.12810;9.72645;-3.54375;70.83125;11.15625
2.83101;0.16775;9.76427;-2.93125;73.45625;12.07500
2.77855;0.08174;9.71425;-3.98125;75.81875;12.64375
2.84565;0.19581;9.70083;-3.67500;78.22500;10.15000
2.76696;0.10553;9.72523;-4.90000;80.85000;13.43125
2.79563;0.15311;9.71974;-3.58750;82.33750;10.76250
2.82308;0.21228;9.73438;-4.28750;85.40000;11.68125
2.73219;0.09211;9.74231;-4.55000;87.45625;13.30000
2.77855;0.16104;9.74902;-3.54375;89.90625;10.06250
2.76391;0.16653;9.77525;-5.11875;92.53125;12.81875
2.70169;0.07686;9.71974;-4.33125;95.46250;10.06250
2.75537;0.20435;9.71181;-4.68125;98.65625;12.20625
2.72731;0.14091;9.76671;-4.28750;100.75625;12.46875
2.68827;0.14701;9.79050;-4.11250;102.94375;10.67500
2.71877;0.18788;9.74963;-4.20000;104.95625;11.85625
2.65594;0.12810;9.75817;-5.20625;107.80000;12.07500
2.65167;0.14213;9.76549;-4.46250;109.76875;10.76250
2.62605;0.14213;9.78867;-4.85625;112.56875;12.38125
2.60653;0.13237;9.79294;-4.28750;114.18750;10.76250
2.60531;0.13054;9.76183;-4.81250;116.98750;11.11250
2.57908;0.13542;9.79721;-5.55625;119.39375;11.20000
2.59189;0.16104;9.77525;-4.37500;122.76250;11.15625
2.54492;0.14274;9.79111;-4.81250;124.46875;11.94375
2.51015;0.12627;9.82161;-5.55625;127.09375;10.19375
2.54553;0.19459;9.78318;-5.03125;128.88750;11.37500
2.46196;0.08540;9.78989;-4.98750;131.33749;12.55625
2.49429;0.16470;9.80758;-4.72500;133.43750;10.06250
2.44427;0.12505;9.85211;-5.42500;136.01875;11.98750
2.43390;0.11285;9.84418;-5.42500;138.95000;10.10625
2.42414;0.15006;9.80697;-5.07500;140.78751;10.98125
2.37412;0.10858;9.84052;-6.30000;143.19376;12.07500
2.37534;0.13603;9.86675;-5.64375;144.98750;10.23750
2.38266;0.18849;9.84296;-5.86250;148.61874;11.24375
2.32593;0.13298;9.89237;-6.25625;150.98125;10.89375
2.31373;0.12444;9.82527;-5.86250;152.81876;10.32500
2.28872;0.15311;9.86187;-5.51250;155.22501;11.24375
2.21735;0.08662;9.88139;-6.30000;157.36874;11.24375
2.21979;0.16043;9.86492;-5.77500;159.20625;10.28125
2.22833;0.14213;9.86980;-5.46875;161.13126;11.06875
2.17038;0.12993;9.86004;-5.46875;163.27499;11.50625
2.18624;0.14701;9.92226;-5.77500;165.37500;9.97500
2.12341;0.12383;9.92836;-6.43125;166.99374;10.93750
2.10206;0.09821;9.90457;-6.51875;169.70625;10.36875
2.11609;0.16104;9.89298;-6.51875;172.28751;11.59375
2.04472;0.11407;9.95581;-6.25625;174.43124;10.63125
2.03618;0.13054;9.92043;-6.08125;175.21875;10.01875
1.98982;0.09760;9.94117;-6.91250;176.92500;10.89375
1.97823;0.14457;9.93873;-6.82500;178.23750;9.80000
1.95566;0.12200;9.93385;-7.39375;179.81250;11.11250
1.86660;0.09028;9.98875;-6.86875;181.60625;10.58750
1.91967;0.17812;9.95215;-5.77500;182.35001;8.88125
1.87758;0.12444;9.92531;-6.25625;183.61874;12.16250
1.85379;0.10248;9.93751;-5.73125;184.75626;8.57500
1.84220;0.15982;9.97655;-6.56250;187.46875;11.28750
1.73911;0.06283;9.94178;-6.34375;188.47501;9.84375
1.76046;0.15921;9.98570;-6.08125;190.22501;9.97500
1.68909;0.08235;9.98326;-7.04375;191.66875;10.89375
1.71471;0.14701;9.96740;-6.51875;193.33125;9.80000
1.63236;0.06527;9.95947;-6.73750;195.69376;11.55000
1.61467;0.12688;10.01864;-6.82500;197.13750;8.48750
1.59271;0.12444;10.00644;-7.35000;200.06876;10.71875
1.53781;0.08723;10.01620;-7.13125;200.94376;10.63125
1.55245;0.13786;9.99973;-6.51875;203.83125;8.75000
1.50365;0.11346;10.01925;-6.86875;206.36874;11.15625
1.46949;0.11895;10.00522;-7.00000;208.16251;9.36250
1.43533;0.11468;9.98509;-6.73750;209.08125;9.62500
1.39934;0.13298;10.00217;-6.60625;210.48125;10.10625
1.33651;0.08357;10.05768;-7.26250;211.88126;10.41250
1.34688;0.15189;10.05219;-7.35000;212.18750;9.80000
1.27307;0.07442;10.09001;-7.39375;213.45625;10.36875
1.27002;0.10065;10.06744;-7.26250;214.76875;10.06250
1.22549;0.09516;10.06439;-7.17500;215.33749;10.41250
1.19804;0.08784;10.03328;-7.08750;216.56250;9.58125
1.17425;0.10309;10.10648;-7.83125;217.30624;10.10625
1.12301;0.07686;10.08696;-7.48125;217.87500;9.75625
1.10654;0.13420;10.09916;-7.30625;218.66251;10.15000
1.02602;0.07137;10.06561;-7.65625;217.96249;10.45625
1.03456;0.11590;10.03877;-6.82500;218.70625;9.80000
0.96990;0.10980;10.07476;-7.43750;219.58125;10.45625
0.92354;0.07991;10.08574;-6.91250;220.32500;9.66875
0.90585;0.11346;10.13759;-7.61250;222.20625;9.97500
0.88511;0.09577;10.10404;-7.56875;223.69376;9.97500
0.82716;0.08052;10.03877;-7.52500;224.70000;10.76250
0.78263;0.08235;10.07842;-6.47500;226.45000;9.58125
0.81313;0.13847;10.10038;-6.91250;228.41875;10.10625
0.73017;0.08113;10.13820;-7.30625;229.42500;9.93125
0.65819;0.10248;10.09916;-8.26875;231.26250;10.36875
0.64904;0.07503;10.10526;-7.30625;232.35625;9.05625
0.62586;0.10614;10.10953;-8.35625;233.40625;10.19375
0.56547;0.06466;10.12966;-7.30625;234.01875;10.28125
0.53985;0.08357;10.12234;-7.39375;234.36874;8.96875
0.51911;0.13054;10.16565;-8.31250;235.06876;10.01875
0.45140;0.04392;10.16199;-7.87500;235.06876;10.01875
0.42517;0.07930;10.16687;-7.39375;234.76250;8.75000
0.40809;0.09333;10.15345;-7.83125;234.28125;10.36875
0.35197;0.04697;10.14613;-7.48125;233.27499;9.23125
0.31171;0.08113;10.08757;-6.47500;232.61874;10.36875
0.27450;0.08906;10.11563;-6.47500;231.56876;9.84375
0.25376;0.12200;10.10953;-7.08750;231.21875;9.84375
0.18117;0.04331;10.12356;-7.91875;231.65625;10.63125
0.14640;0.04758;10.12356;-7.65625;232.92500;8.61875
0.11529;0.11468;10.16260;-8.22500;233.88750;10.06250
0.06588;0.03294;10.15284;-7.56875;233.53751;11.15625
0.05307;0.07930;10.12173;-7.52500;234.85001;9.18750
0.00122;0.07137;10.12234;-7.91875;235.94376;9.45000
-0.04148;0.09333;10.14186;-8.13750;237.60625;9.88750
-0.06893;0.05368;10.11563;-7.56875;238.48125;9.23125
-0.13725;0.04026;10.14979;-7.83125;238.83125;10.28125
-0.15860;0.06527;10.15467;-7.70000;238.74374;9.45000
-0.18422;0.07930;10.16321;-8.13750;238.61250;9.88750
-0.25803;0.02684;10.13149;-8.40000;238.61250;10.76250
-0.25864;0.09028;10.15589;-7.74375;237.51875;9.01250
-0.29585;0.09272;10.15528;-8.13750;237.64999;10.41250
-0.35319;0.03599;10.11624;-7.30625;236.16251;9.84375
-0.35319;0.06039;10.15467;-7.48125;235.55000;9.66875
-0.41236;0.04636;10.17419;-7.96250;234.58749;9.88750
-0.45689;0.03904;10.14369;-7.39375;232.79375;9.45000
-0.48312;0.06527;10.13942;-7.65625;232.57500;10.45625
-0.54107;0.07381;10.13881;-7.26250;232.09375;9.27500
-0.54839;0.07381;10.10160;-7.04375;232.09375;9.45000
-0.63562;0.03599;10.10709;-8.00625;232.44376;10.67500
-0.65209;0.05734;10.11075;-7.39375;232.05000;9.27500
-0.68259;0.06649;10.13210;-8.13750;232.48750;10.01875
-0.72956;0.04697;10.12600;-7.13125;232.79375;10.19375
-0.75884;0.04758;10.10770;-8.00625;233.45000;9.49375
-0.82106;0.05368;10.14247;-8.13750;233.84375;10.19375
-0.82045;0.05734;10.10831;-7.43750;233.10001;9.36250
-0.84729;0.06344;10.12844;-7.48125;232.75000;10.67500
-0.90524;0.06039;10.12051;-7.26250;231.74374;9.36250
-0.95038;0.02013;10.08635;-7.26250;230.73750;10.50000
-0.95587;0.07076;10.08940;-7.13125;229.73125;9.14375
-1.01931;0.03599;10.12112;-7.21875;229.20625;9.75625
-1.04188;0.04941;10.13515;-8.31250;227.80624;9.53750
-1.11325;0.02013;10.15162;-8.44375;227.01875;9.93125
-1.13033;0.02806;10.11197;-7.56875;224.17500;10.32500
-1.15473;0.05063;10.08025;-7.17500;222.81876;10.01875
-1.19255;0.04270;10.09062;-7.21875;221.72501;10.15000
-1.24013;0.01647;10.09916;-7.21875;218.70625;10.15000
-1.24928;0.04331;10.09367;-7.43750;217.61250;9.49375
-1.32858;0.03721;10.07903;-7.70000;217.35001;10.28125
-1.35176;0.00915;10.06378;-7.17500;216.38750;9.62500
-1.35603;0.05124;10.03633;-7.39375;215.90625;10.28125
-1.43777;-0.00244;10.05646;-7.04375;215.95000;10.76250
-1.41337;0.03843;10.01986;-6.69375;215.11874;9.31875
-1.48291;0.01220;10.05036;-7.70000;215.86250;11.24375
-1.52927;0.02562;10.04609;-7.39375;214.63750;8.88125
-1.50548;0.07564;10.05463;-6.95625;214.46249;9.97500
-1.61223;-0.00854;10.02718;-7.43750;214.15625;9.58125
-1.59149;0.03172;10.08513;-5.81875;210.91875;9.75625
-1.66408;0.02135;10.00095;-7.91875;210.48125;11.63750
-1.68909;0.00061;10.06805;-7.96250;208.46875;8.88125
-1.66042;0.09150;9.97838;-5.73125;205.49374;10.71875
-1.77998;-0.04819;10.07293;-9.75625;206.71875;11.37500
-1.75985;0.02135;10.00095;-5.07500;201.64375;8.79375
-1.78181;0.06588;9.98814;-6.73750;200.89999;10.32500
-1.87087;-0.04758;10.01437;-7.96250;199.71875;10.93750
-1.85440;0.04331;9.98936;-4.90000;195.21249;9.18750
-1.86965;0.03294;9.99302;-8.00625;195.30000;10.67500
-1.93248;-0.00366;10.00705;-6.86875;191.93124;10.01875
-1.92272;0.03904;9.97655;-6.38750;190.48750;10.45625
-1.99714;0.01281;9.98326;-6.73750;189.39375;10.15000
-2.01971;0.01281;9.96374;-6.08125;187.38126;10.93750
-2.05082;0.00793;9.96679;-6.69375;186.76875;10.10625
-2.06058;0.01891;9.90762;-5.86250;185.10625;12.07500
-2.12585;-0.05734;9.95154;-8.53125;186.20000;10.32500
-2.09718;0.05307;9.91616;-4.63750;182.00000;9.66875
-2.16855;-0.00732;9.91189;-7.78750;182.43750;12.11875
-2.24175;-0.05002;9.97472;-6.95625;181.69376;9.36250
-2.15574;0.08052;9.87285;-7.08750;179.72501;11.41875
-2.25395;-0.01830;9.93629;-7.87500;177.62500;10.54375
-2.23687;0.05612;9.87956;-5.03125;174.34375;10.41250
-2.28933;0.00793;9.89725;-7.83125;174.30000;10.67500
-2.32410;0.01098;9.91372;-6.43125;171.14999;10.80625
-2.35948;-0.01220;9.90884;-6.60625;169.75000;10.15000
-2.33508;0.04697;9.90335;-5.55625;166.55624;10.80625
-2.39547;-0.03355;9.86187;-7.00000;166.07500;11.46250
-2.41133;-0.00427;9.91311;-6.25625;163.62500;10.36875
-2.42597;0.00915;9.83320;-5.68750;160.21249;11.11250
-2.48087;-0.01830;9.87773;-6.86875;159.33749;11.02500
-2.48636;0.02013;9.82466;-5.86250;155.31250;11.50625
-2.54065;-0.02501;9.87712;-5.77500;152.64375;10.15000
-2.51869;0.03782;9.82710;-4.55000;149.27499;11.68125
-2.60165;-0.05124;9.86980;-7.00000;148.61874;10.67500
-2.57542;0.02074;9.82710;-3.85000;144.33125;9.84375
-2.58030;0.01342;9.80819;-6.03750;143.85001;12.25000
-2.66204;-0.06710;9.85516;-7.08750;141.79375;10.58750
-2.59921;0.02623;9.80453;-4.11250;137.98750;10.45625
-2.67058;-0.01098;9.82649;-7.08750;137.50626;11.85625
-2.70535;-0.02928;9.81368;-5.16250;134.79375;11.76875
-2.69803;0.00122;9.78623;-6.08125;131.77499;11.59375
-2.70413;0.00732;9.78562;-5.46875;130.06876;11.68125
-2.74927;-0.01830;9.82100;-4.68125;127.44375;10.36875
-2.75049;0.01281;9.74963;-4.33125;125.47500;11.68125
-2.79258;-0.04575;9.77891;-6.43125;124.55625;11.15625
-2.78465;0.01220;9.78745;-3.98125;120.92500;11.33125
-2.80173;-0.03782;9.76732;-5.55625;120.53125;11.59375
-2.80905;-0.01830;9.78074;-4.37500;117.11875;10.36875
-2.81576;0.01403;9.74597;-4.72500;115.36875;11.20000
-2.90055;-0.06100;9.76854;-6.43125;113.88125;11.50625
-2.85175;0.02684;9.74414;-2.93125;109.76875;12.20625
-2.89628;-0.03233;9.73804;-6.69375;108.85000;11.90000
-2.92373;0.03660;9.73621;-2.49375;103.90625;10.93750
-2.94691;-0.03538;9.75451;-7.26250;104.16875;12.73125
-2.94569;-0.05307;9.76854;-2.53750;98.74375;10.19375
-2.91336;0.04270;9.68314;-3.54375;96.55625;12.90625
-2.98717;-0.08174;9.77769;-5.99375;96.25000;11.94375
-2.93776;0.02135;9.69961;-2.45000;91.52500;10.85000
-2.96948;0.00244;9.75207;-6.38750;91.91875;11.81250
-2.99571;-0.04209;9.73865;-3.76250;87.67500;12.55625
-2.98046;-0.00183;9.74658;-4.63750;84.91875;10.23750
-3.00242;-0.01708;9.68009;-4.50625;81.33125;12.60000
-3.03170;-0.03355;9.71608;-3.80625;78.26875;11.81250
-3.04085;-0.02074;9.67216;-3.93750;76.08125;11.33125
-3.02133;-0.00488;9.70144;-3.23750;73.98125;12.64375
-3.05915;-0.02257;9.69900;-4.76875;71.61875;12.25000
-3.07623;-0.03843;9.70510;-3.80625;68.68750;12.25000
-3.05488;0.00000;9.72035;-3.45625;65.97500;11.24375
-3.04329;-0.02135;9.67094;-3.23750;63.52500;12.60000
-3.07684;-0.04148;9.69351;-4.50625;61.42500;12.25000
-3.09148;-0.04636;9.68802;-3.71875;58.97500;12.03125
-3.07623;-0.00915;9.66728;-2.49375;55.95625;12.11875
-3.08660;-0.00854;9.69229;-4.76875;52.36875;12.99375
-3.11832;-0.04331;9.68497;-3.01875;49.39375;11.59375
-3.07440;0.00976;9.66972;-2.66875;46.02500;12.29375
-3.10734;-0.04209;9.66728;-3.98125;44.66875;13.12500
-3.15065;-0.07747;9.68009;-3.19375;42.04375;12.42500
-3.08172;0.02745;9.69412;-1.96875;38.67500;10.71875
-3.11527;-0.01403;9.69534;-3.15000;36.92500;13.43125
-3.16529;-0.06649;9.72462;-3.58750;35.13125;12.11875
-3.10063;0.00427;9.63495;-1.00625;30.66875;11.63750
-3.11649;-0.00976;9.66545;-2.97500;29.88125;13.38750
-3.13845;-0.04392;9.68741;-2.18750;25.37500;12.33750
-3.11893;-0.04392;9.68924;-2.05625;22.00625;11.41875
-3.11222;-0.00549;9.66667;-2.66875;20.21250;13.69375
-3.17383;-0.06832;9.70815;-3.58750;19.33750;12.25000
-3.07989;0.01281;9.65569;-0.87500;14.78750;12.51250
-3.12686;-0.05551;9.67460;-3.63125;14.43750;13.12500
-3.12198;-0.04148;9.68131;-1.48750;10.06250;12.03125
-3.09941;0.01037;9.68619;-2.14375;7.91875;13.69375
-3.13967;-0.05551;9.74109;-2.49375;5.95000;12.60000
-3.09636;-0.00366;9.65508;-0.91875;1.53125;12.29375
-3.11710;-0.03172;9.66301;-3.06250;0.39375;12.90625
-3.12930;-0.08357;9.67826;-1.05000;-5.20625;12.38125
-3.07501;-0.03050;9.66850;-2.05625;-7.13125;14.17500
-3.10368;-0.04880;9.75268;-1.79375;-9.58125;12.07500
-3.05976;0.00000;9.67399;-0.35000;-13.12500;13.21250
-3.09270;-0.04758;9.69473;-2.31875;-14.78750;14.00000
-3.07562;-0.05673;9.64837;-1.48750;-17.58750;12.51250
-3.03292;0.00732;9.67826;-1.09375;-20.30000;12.90625
-3.05122;-0.02806;9.70693;-1.70625;-22.66250;13.21250
-3.09087;-0.05978;9.69839;-0.70000;-25.85625;12.55625
-3.00425;0.02501;9.70632;-0.17500;-28.43750;12.95000
-3.01767;-0.00732;9.69778;-2.23125;-30.36250;14.21875
-3.06281;-0.07015;9.70266;-0.78750;-34.16875;12.38125
-2.99815;0.00305;9.66606;-0.35000;-36.70625;13.60625
-3.01706;-0.06039;9.73316;-2.05625;-38.15000;13.86875
-2.97924;-0.01647;9.69229;-0.35000;-41.73750;13.38750
-2.99876;-0.04514;9.72218;-1.44375;-42.35000;14.26250
-2.96338;-0.03294;9.72462;0.17500;-46.06875;13.21250
-2.94203;0.01037;9.69961;-0.52500;-48.25625;13.25625
-2.96704;-0.05612;9.71547;-1.13750;-49.78750;13.82500
-2.93227;-0.01769;9.70876;0.56875;-53.81250;14.08750
-2.93959;-0.03111;9.74414;-1.40000;-56.70000;13.56250
-2.90055;-0.01464;9.75634;-0.04375;-59.41250;13.47500
-2.87249;0.00366;9.75634;-1.13750;-60.46250;14.61250
-2.88591;-0.03904;9.74109;-0.56875;-63.61250;13.91250
-2.84687;0.01220;9.77281;0.48125;-67.11250;13.16875
-2.83101;-0.01342;9.73987;0.04375;-67.94375;14.56875
-2.84626;-0.01769;9.77891;-0.13125;-70.48125;13.91250
-2.80722;-0.03233;9.77159;-0.08750;-72.40625;13.69375
-2.79746;-0.03111;9.77830;-0.74375;-73.98125;13.38750
-2.76879;0.00671;9.76061;0.48125;-77.21875;13.95625
-2.77794;-0.01586;9.78013;-0.56875;-78.22500;14.13125
-2.74561;-0.02623;9.79355;0.70000;-82.90625;13.95625
-2.73463;-0.00671;9.80514;0.17500;-83.95625;13.65000
-2.68400;-0.01037;9.77647;1.09375;-86.45000;14.43750
-2.69376;-0.03355;9.78379;0.30625;-88.68125;13.86875
-2.66143;-0.01098;9.81978;0.61250;-91.65625;14.00000
-2.64069;0.00488;9.80941;0.35000;-93.71250;14.39375
-2.65411;-0.02989;9.84113;0.00000;-95.24375;14.48125
-2.61019;0.00549;9.85272;1.48750;-98.08750;13.21250
-2.54980;0.02318;9.82039;1.13750;-100.45000;14.52500
-2.59311;-0.04880;9.84845;-0.65625;-101.63125;14.48125
-2.54492;-0.00610;9.83076;1.57500;-105.70000;14.30625
-2.51503;0.02135;9.85516;0.26250;-107.53750;15.48750
-2.53943;-0.04453;9.89237;0.35000;-110.29375;13.03750
-2.43329;0.05795;9.83076;2.84375;-114.01250;14.00000
-2.49002;-0.04209;9.85516;-0.43750;-113.66250;15.61875
-2.41926;-0.02501;9.88200;2.05625;-117.51250;13.38750
-2.37290;0.06161;9.86858;1.61875;-120.05000;14.74375
-2.41499;-0.07381;9.88871;-1.18125;-121.23125;15.75000
-2.36741;0.00793;9.88810;2.75625;-124.55625;12.90625
-2.29116;0.05368;9.84723;2.27500;-126.00000;15.22500
-2.34728;-0.06222;9.91982;-0.43750;-126.17500;15.48750
-2.28872;-0.00244;9.89908;2.71250;-130.68124;14.26250
-2.22772;0.02013;9.92226;0.56875;-130.81250;15.35625
-2.25761;-0.01281;9.92226;1.26875;-133.26250;13.78125
-2.16428;0.03416;9.89725;3.23750;-135.31876;14.70000
-2.17343;-0.02562;9.92775;0.21875;-134.79375;14.91875
-2.15330;-0.01769;9.93995;2.31875;-137.63750;13.86875
-2.10633;0.03782;9.91372;1.57500;-138.38126;14.56875
-2.10023;-0.00122;9.96191;1.00625;-138.86250;15.61875
-2.06424;0.00122;9.95459;2.40625;-141.09375;14.08750
-2.04228;0.01281;9.92958;1.61875;-141.53125;14.70000
-2.01056;0.00793;9.95764;2.40625;-144.11250;14.96250
-1.96359;-0.01220;9.96130;1.35625;-145.95000;13.91250
-1.95078;0.04331;9.96008;3.06250;-148.18124;14.43750
-1.90869;-0.01342;9.96740;0.70000;-148.13750;15.83750
-1.89283;0.00549;10.01193;2.01250;-150.36874;13.51875
-1.79340;0.04331;9.98143;2.49375;-152.46875;15.40000
-1.83793;-0.02196;10.01559;0.70000;-153.08125;15.22500
-1.78120;0.02928;9.97228;3.58750;-156.75626;14.30625
-1.77510;0.02013;10.02291;1.44375;-157.36874;15.96875
-1.74216;-0.01403;10.03145;2.40625;-159.86250;15.26875
-1.66591;0.05917;9.99485;2.97500;-162.39999;15.18125
-1.64334;0.00061;10.04182;2.40625;-164.06250;14.96250
-1.61528;0.01647;10.01986;2.10000;-166.29375;14.35000
-1.58356;0.02928;10.01864;2.84375;-168.08749;15.83750
-1.56953;-0.02440;10.02657;2.27500;-168.87500;15.05000
-1.49572;0.06588;10.06195;3.41250;-170.75626;14.83125
-1.48779;-0.00976;10.04182;1.26875;-170.97501;15.66250
-1.45546;0.05673;10.06927;2.75625;-172.33125;14.61250
-1.41520;0.03416;10.02962;2.31875;-172.33125;15.18125
-1.42557;0.00671;10.04670;2.14375;-172.59375;14.78750
-1.37128;0.03111;10.06683;2.88750;-172.41875;15.00625
-1.31516;0.02379;10.05036;2.53750;-173.29375;15.66250
