ax;ay;az;d_row;d_pitch;d_yaw
2.64008;0.14396;9.78501;0.21875;-69.73750;13.03750
2.64191;0.13847;9.74658;0.17500;-67.46250;13.95625
2.66021;0.11529;9.74658;0.17500;-64.96875;12.95000
2.68644;0.14945;9.74170;-0.39375;-63.08750;13.65000
2.69071;0.15921;9.77342;-0.43750;-60.94375;14.04375
2.69193;0.13420;9.78989;-0.17500;-58.27500;13.38750
2.71206;0.15250;9.76915;-0.30625;-56.17500;12.86250
2.72365;0.12688;9.72523;-0.43750;-53.98750;13.78125
2.75476;0.15555;9.69168;-0.74375;-49.70000;14.08750
2.75964;0.16165;9.70083;-0.78750;-47.25000;13.78125
2.73585;0.16470;9.75695;-0.39375;-45.32500;11.68125
2.79014;0.19642;9.74109;-0.96250;-43.05000;13.34375
2.78160;0.12627;9.71303;-1.35625;-39.76875;14.52500
2.81149;0.14213;9.71425;-0.56875;-37.49375;12.55625
2.81088;0.15250;9.70998;-1.31250;-35.39375;13.25625
2.82003;0.13603;9.71730;-0.56875;-32.06875;13.43125
2.83223;0.15555;9.73011;-1.18125;-29.96875;12.29375
2.81942;0.14091;9.72584;-1.57500;-27.51875;13.12500
2.82857;0.13969;9.71425;-1.75000;-25.59375;12.81875
2.87432;0.15372;9.67521;-1.35625;-21.08750;13.91250
2.86212;0.13115;9.75512;-1.96875;-18.24375;12.95000
2.88164;0.18361;9.71730;-1.22500;-15.48750;13.12500
2.88530;0.14640;9.67582;-1.44375;-13.12500;13.82500
2.88103;0.15250;9.67460;-2.10000;-10.50000;12.38125
2.87554;0.13664;9.70693;-2.49375;-8.00625;13.47500
2.87615;0.11712;9.69473;-2.01250;-5.51250;12.77500
2.92617;0.20496;9.67460;-1.48750;-3.36875;12.42500
2.86212;0.12505;9.69412;-1.92500;0.39375;13.95625
2.88042;0.13359;9.67094;-1.75000;2.97500;11.98750
2.91702;0.17568;9.68741;-1.66250;5.99375;13.12500
2.90421;0.16104;9.67399;-2.10000;9.18750;13.34375
2.90848;0.16104;9.70998;-1.92500;11.15625;11.37500
2.92800;0.18117;9.67155;-2.49375;13.69375;12.77500
2.89323;0.11712;9.68192;-2.40625;16.62500;13.34375
2.96277;0.21899;9.70327;-2.14375;18.50625;11.72500
2.91031;0.12871;9.67582;-2.93125;21.35000;13.16875
2.88530;0.12627;9.70205;-2.36250;23.97500;12.42500
2.91702;0.18727;9.72157;-2.45000;25.98750;11.85625
2.91641;0.16470;9.69534;-2.53750;27.95625;13.30000
2.90421;0.12932;9.71120;-2.45000;30.23125;11.50625
2.93715;0.15799;9.68985;-2.80000;34.16875;12.29375
2.91458;0.15921;9.68192;-2.97500;37.27500;13.12500
2.92556;0.18117;9.67582;-2.53750;40.60000;11.63750
2.88652;0.14518;9.69900;-3.28125;43.13750;12.25000
2.87798;0.12993;9.71913;-3.45625;46.24375;13.03750
2.89140;0.17019;9.72584;-2.58125;48.86875;11.46250
2.88469;0.14884;9.68375;-3.32500;51.45000;13.30000
2.86761;0.12261;9.68558;-2.84375;54.81875;11.85625
2.90787;0.18239;9.66545;-3.28125;56.96250;12.11875
2.83101;0.13054;9.72828;-3.45625;59.50000;13.08125
2.89201;0.19032;9.70754;-2.71250;63.30625;12.64375
2.84992;0.13542;9.71425;-3.85000;65.45000;12.11875
2.87981;0.18300;9.70327;-3.54375;68.11875;11.24375
2.84870;0.17507;9.69473;-3.28125;70.26250;12.25000
2.81515;0.15067;9.71486;-3.71875;73.01875;13.03750
2.83467;0.17751;9.70510;-2.53750;74.90000;11.33125
2.79746;0.13542;9.76244;-4.28750;78.26875;11.76875
2.79502;0.14335;9.74414;-4.20000;80.50000;11.02500
2.78953;0.13725;9.73011;-4.15625;82.55625;12.03125
2.76513;0.13908;9.74353;-3.85000;84.65625;11.72500
2.80417;0.17751;9.71730;-3.23750;87.32500;12.29375
2.74866;0.12993;9.73743;-4.81250;91.00000;12.03125
2.73951;0.14030;9.74231;-3.85000;93.01250;10.89375
2.73646;0.15677;9.74353;-4.55000;96.33750;12.33750
2.68766;0.11651;9.77952;-4.06875;97.95625;11.63750
2.74683;0.16287;9.74780;-4.28750;100.31875;10.98125
2.67180;0.12017;9.77342;-4.41875;102.81250;11.90000
2.66082;0.12932;9.76854;-4.85625;105.30625;11.15625
2.69376;0.17507;9.75146;-4.28750;107.01250;11.02500
2.63520;0.14030;9.80880;-4.55000;109.63750;12.11875
2.61324;0.12932;9.77891;-3.89375;111.47500;10.89375
2.64374;0.16287;9.74048;-4.55000;115.54375;12.25000
2.60043;0.14152;9.75817;-4.76875;117.99375;10.98125
2.59982;0.18361;9.76488;-4.24375;119.39375;11.24375
2.56810;0.13176;9.81307;-4.55000;121.45000;11.46250
2.54858;0.14335;9.79050;-3.76250;124.42500;10.71875
2.54004;0.16043;9.82344;-5.07500;127.13750;11.24375
2.48148;0.10004;9.79965;-5.11875;129.28125;12.16250
2.49551;0.15067;9.82222;-4.90000;130.98750;10.45625
2.47782;0.12993;9.80636;-5.90625;133.65625;11.90000
2.44000;0.13420;9.81246;-5.33750;135.27499;11.81250
2.46196;0.15433;9.82344;-4.72500;137.94376;10.76250
2.41987;0.16348;9.82832;-5.46875;141.66251;11.50625
2.38327;0.08906;9.84540;-4.81250;143.23750;10.28125
2.36558;0.13969;9.83686;-4.98750;145.55624;11.50625
2.35765;0.14823;9.85577;-5.20625;147.78751;11.06875
2.32837;0.10431;9.83442;-6.16875;150.93750;10.85000
2.29299;0.14823;9.86126;-5.33750;152.25000;10.19375
2.28811;0.16470;9.90701;-5.68750;154.74374;10.71875
2.24480;0.13115;9.91189;-6.25625;157.28125;10.41250
2.23199;0.12688;9.86004;-5.73125;158.98750;10.28125
2.24175;0.15860;9.85211;-5.11875;161.00000;10.10625
2.19661;0.12383;9.87895;-5.90625;164.10625;11.20000
2.14659;0.12749;9.90152;-5.90625;165.59375;10.71875
2.11304;0.12383;9.91006;-5.68750;168.30624;10.28125
2.11914;0.14640;9.90701;-6.16875;170.01250;10.67500
2.06058;0.09882;9.94239;-5.90625;171.63126;11.46250
2.06424;0.13908;9.89298;-5.55625;173.51250;9.71250
2.08498;0.18178;9.90884;-5.86250;175.35001;10.36875
1.95444;0.07808;9.96923;-6.86875;177.31876;11.20000
1.97518;0.10370;9.94117;-6.38750;178.28125;10.06250
1.95566;0.16592;9.95032;-6.21250;179.72501;10.19375
1.92089;0.13420;9.96496;-6.12500;180.29375;11.06875
1.88307;0.12200;9.95459;-6.95625;183.57500;9.45000
1.91967;0.15799;9.94666;-6.78125;184.58125;11.33125
1.77144;0.09760;9.98143;-6.60625;185.63126;9.93125
1.84281;0.19398;9.96862;-5.99375;186.85625;9.62500
1.77937;0.09882;9.95093;-6.43125;188.30000;10.98125
1.74521;0.13115;9.97716;-6.12500;190.05000;9.66875
1.77205;0.14030;9.98387;-5.64375;191.49374;10.15000
1.67567;0.04697;10.01193;-7.35000;194.42500;11.63750
1.63602;0.10980;10.03206;-7.21875;195.16875;8.35625
1.63175;0.13481;10.04670;-7.61250;197.53125;10.41250
1.56770;0.08174;10.03755;-6.95625;200.41875;9.10000
1.58600;0.12932;9.96557;-7.08750;202.51875;10.01875
1.46888;0.06283;10.03450;-8.18125;204.44376;11.28750
1.51951;0.15311;10.02413;-6.86875;206.19376;9.49375
1.41825;0.09699;10.02718;-7.00000;207.72501;11.11250
1.42374;0.10065;9.99241;-6.78125;209.16875;9.71250
1.41703;0.14884;10.04609;-7.00000;210.39375;9.36250
1.37006;0.08906;10.05890;-7.30625;211.88126;11.72500
1.31516;0.10004;10.06195;-6.82500;212.97501;9.80000
1.30296;0.12627;10.05463;-6.78125;213.80624;9.62500
1.25660;0.09882;10.03694;-7.26250;214.46249;9.93125
1.22549;0.09089;10.04060;-7.04375;216.03751;9.66875
1.18645;0.11529;10.08330;-7.08750;216.86874;10.36875
1.10044;0.05490;10.12234;-8.00625;217.83125;9.93125
1.13033;0.11285;10.09062;-6.82500;218.31250;9.31875
1.08519;0.14274;10.09733;-7.13125;218.35625;10.85000
1.05164;0.09028;10.10831;-7.08750;218.57500;9.40625
1.02053;0.10736;10.06622;-7.30625;218.88126;10.15000
0.97844;0.06832;10.08574;-7.30625;219.36250;10.19375
0.97234;0.09455;10.04853;-7.78750;221.20000;9.88750
0.92842;0.11346;10.09611;-7.17500;221.33125;10.32500
0.84119;0.06161;10.13088;-7.52500;223.82500;9.31875
0.87108;0.12749;10.09611;-7.87500;225.13750;11.33125
0.80459;0.07015;10.06378;-7.56875;225.88126;9.23125
0.77653;0.15128;10.09611;-7.21875;227.85001;9.62500
0.69540;0.04514;10.13881;-8.31250;229.99374;11.15625
0.69601;0.12505;10.09794;-7.52500;231.04375;7.74375
0.65514;0.07869;10.08269;-7.52500;231.91875;10.23750
0.61610;0.07259;10.10648;-7.91875;233.14375;10.10625
0.57828;0.08540;10.12661;-7.26250;233.84375;9.36250
0.54717;0.09577;10.13881;-7.13125;233.80000;10.32500
0.47946;0.07381;10.18090;-8.05000;234.80624;9.40625
0.47153;0.07869;10.18029;-7.56875;234.41251;9.31875
0.41785;0.06527;10.11380;-7.70000;234.41251;10.45625
0.38918;0.09943;10.09794;-7.04375;233.71249;8.79375
0.34221;0.09577;10.12966;-7.52500;233.45000;10.32500
0.31659;0.06588;10.17297;-7.17500;232.39999;9.75625
0.27572;0.10248;10.15589;-6.65000;232.26875;8.83750
0.25498;0.07747;10.14186;-7.35000;232.39999;9.93125
0.19154;0.06588;10.11563;-7.91875;232.13750;9.40625
0.16592;0.07503;10.16016;-7.91875;233.05624;10.41250
0.10248;0.07381;10.16321;-7.08750;232.88126;9.75625
0.10553;0.08296;10.17236;-7.91875;234.28125;9.58125
0.04941;0.06466;10.15162;-7.39375;235.20000;9.45000
-0.00915;0.08540;10.13027;-7.56875;236.38126;8.96875
-0.01891;0.09089;10.16260;-7.87500;237.69376;10.50000
-0.07930;0.05429;10.18090;-8.09375;237.91251;9.75625
-0.11407;0.08235;10.14430;-8.09375;238.65625;9.71250
-0.14396;0.07198;10.10526;-7.83125;239.09375;9.97500
-0.17934;0.04026;10.11380;-7.43750;238.39375;9.62500
-0.22570;0.08052;10.15833;-8.26875;238.35001;10.06250
-0.28548;0.02684;10.19310;-8.26875;238.26250;10.71875
-0.27999;0.09943;10.16626;-7.61250;237.64999;9.49375
-0.33306;0.07442;10.16809;-7.56875;236.03125;10.63125
-0.37576;0.04880;10.15894;-7.39375;234.93750;9.62500
-0.41297;0.07869;10.15101;-7.70000;234.76250;9.18750
-0.46116;0.05856;10.13393;-7.52500;233.27499;10.06250
-0.53436;0.01769;10.15528;-7.83125;232.57500;9.75625
-0.52887;0.06588;10.18212;-7.70000;232.48750;9.53750
-0.56547;0.02257;10.14003;-8.05000;231.91875;10.10625
-0.62952;0.02318;10.10587;-7.87500;232.57500;9.40625
-0.62159;0.10126;10.09611;-6.95625;231.96249;8.96875
-0.69540;0.02989;10.12966;-7.21875;232.70625;10.54375
-0.72590;0.03050;10.12600;-7.48125;232.75000;8.66250
-0.72651;0.07015;10.12051;-7.83125;233.62500;10.71875
-0.84607;0.00244;10.13088;-7.56875;233.53751;10.93750
-0.82899;0.06344;10.10831;-7.52500;232.79375;9.36250
-0.86742;0.05612;10.10465;-7.08750;231.87500;9.93125
-0.93208;0.02928;10.10099;-7.70000;231.56876;10.41250
-0.94306;0.03782;10.09733;-7.26250;230.64999;8.92500
-0.97112;0.06466;10.12417;-7.87500;230.25626;9.62500
-1.04249;0.00915;10.13210;-7.83125;229.51250;10.85000
-1.04493;0.06588;10.09367;-7.43750;227.76250;10.01875
-1.07787;0.03904;10.08086;-7.30625;226.18750;10.63125
-1.12728;0.03782;10.12600;-7.21875;224.39375;10.23750
-1.14070;0.02806;10.08452;-7.26250;221.94376;10.28125
-1.17974;0.05856;10.11319;-7.30625;220.19376;9.36250
-1.27307;0.00244;10.09794;-7.48125;219.58125;11.41875
-1.28832;0.03599;10.07415;-7.30625;218.22501;9.53750
-1.30540;0.04331;10.08391;-7.43750;217.13126;10.15000
-1.36274;0.00854;10.05951;-7.35000;216.30000;10.01875
-1.35481;0.05246;10.04060;-6.95625;215.60001;9.53750
-1.39751;0.04514;10.05219;-7.04375;215.16251;9.93125
-1.46522;-0.00244;10.04609;-7.30625;215.95000;10.63125
-1.47376;0.01525;10.02657;-6.91250;214.94376;9.53750
-1.49023;0.03294;10.02108;-7.43750;214.76875;9.80000
-1.57014;-0.00793;10.03511;-7.74375;214.15625;10.54375
-1.59393;0.05612;10.01925;-7.08750;212.58125;9.93125
-1.62321;-0.01769;10.01864;-8.26875;212.71249;11.06875
-1.63968;0.02684;10.02596;-6.82500;210.08749;9.58125
-1.69336;0.00183;10.01620;-7.65625;209.21249;9.66875
-1.70739;0.03538;10.03023;-6.73750;207.28751;9.49375
-1.73850;0.03233;9.99790;-6.91250;204.96875;10.67500
-1.76046;-0.00183;10.03328;-7.70000;203.30624;9.97500
-1.76900;0.04026;10.00949;-5.55625;199.41251;10.28125
-1.83854;0.00549;10.03389;-7.43750;198.05624;11.41875
-1.85989;-0.00915;9.99973;-6.78125;195.69376;10.06250
-1.87880;0.01525;10.00705;-6.51875;193.55000;10.54375
-1.95322;-0.00427;9.98204;-7.21875;193.15625;10.23750
-1.95871;0.02562;10.00156;-7.17500;190.79375;9.58125
-1.97701;0.02989;9.92409;-6.16875;188.69376;11.85625
-2.04777;-0.05002;10.00339;-8.96875;189.35001;10.85000
-2.03008;0.03660;9.94727;-4.50625;184.97501;9.80000
-2.06241;0.01769;9.94483;-7.61250;186.20000;11.59375
-2.13866;-0.02928;9.95459;-6.65000;184.88750;10.93750
-2.09291;0.05917;9.90945;-5.68750;182.91875;10.45625
-2.17038;-0.00244;9.90091;-7.61250;182.48125;10.80625
-2.18807;0.02562;9.90091;-5.68750;180.07500;9.80000
-2.20942;0.02928;9.92226;-6.95625;178.76250;11.85625
-2.26859;-0.04026;9.92714;-7.43750;178.80624;10.32500
-2.24602;0.03904;9.88810;-5.20625;174.69376;9.80000
-2.31373;-0.00488;9.87834;-7.30625;174.38750;11.85625
-2.33752;-0.01952;9.96191;-6.91250;172.02499;9.80000
-2.30824;0.04270;9.89054;-4.85625;168.74374;9.84375
-2.37290;-0.03050;9.91189;-7.48125;168.65625;11.15625
-2.39181;-0.01708;9.89847;-5.86250;165.37500;9.36250
-2.36314;0.05551;9.86004;-6.86875;162.88126;11.55000
-2.47721;-0.02379;9.90274;-6.86875;160.56250;9.66875
-2.43634;0.02135;9.85943;-4.72500;156.14375;11.11250
-2.51503;-0.02684;9.87895;-7.21875;156.05624;12.16250
-2.55102;-0.05856;9.85516;-5.55625;152.81876;11.02500
-2.50649;0.03965;9.81002;-4.15625;149.27499;10.54375
-2.55956;-0.02745;9.83808;-6.78125;149.14375;12.03125
-2.57481;-0.01037;9.87468;-4.94375;145.20625;10.19375
-2.58823;0.00061;9.81917;-5.25000;143.58749;11.41875
-2.62422;-0.03355;9.84601;-6.12500;141.61874;10.85000
-2.62544;-0.00122;9.79111;-4.28750;139.30000;11.15625
-2.69437;-0.05429;9.81002;-5.07500;136.28125;10.36875
-2.67912;0.02074;9.78867;-5.16250;133.78751;11.28750
-2.71267;-0.02806;9.83503;-5.86250;132.86874;11.68125
-2.71389;-0.00976;9.77952;-5.20625;130.20000;11.02500
-2.74866;0.00000;9.77586;-4.98750;128.27499;11.90000
-2.76696;-0.02989;9.76915;-5.29375;126.56875;11.46250
-2.76635;-0.01159;9.78013;-4.94375;123.68125;11.37500
-2.78221;0.00549;9.77952;-5.03125;121.97500;11.55000
-2.81637;-0.05795;9.77708;-5.51250;120.26875;11.85625
-2.82247;-0.01586;9.77342;-4.33125;117.46875;10.98125
-2.82552;-0.00305;9.77708;-6.03750;115.45625;11.55000
-2.87615;-0.02074;9.73804;-3.50000;111.47500;11.59375
-2.85541;-0.02501;9.74658;-5.20625;110.20625;11.02500
-2.90421;-0.02440;9.74902;-4.28750;106.88125;11.33125
-2.90360;-0.00549;9.73743;-4.33125;105.00000;11.68125
-2.92068;-0.02440;9.76366;-6.25625;103.77500;11.37500
-2.92739;-0.03050;9.74963;-4.46250;100.88750;11.28750
-2.91763;-0.01220;9.72889;-3.93750;97.78125;12.11875
-2.96460;-0.03477;9.71852;-4.41875;95.76875;12.68750
-2.96887;-0.03233;9.75146;-4.11250;93.05625;11.37500
-2.95484;0.00427;9.71974;-3.80625;89.20625;12.33750
-2.99998;-0.04697;9.70327;-5.73125;87.54375;12.73125
-2.97192;0.02440;9.70022;-2.53750;82.51250;11.41875
-3.00303;-0.02928;9.68985;-4.50625;82.16250;12.38125
-3.02316;-0.02684;9.74658;-4.46250;79.40625;11.85625
-3.00791;0.00244;9.68802;-2.88750;76.08125;11.98750
-3.08172;-0.07808;9.71364;-5.46875;75.46875;12.03125
-3.02011;0.02257;9.69290;-1.88125;70.70000;10.36875
-3.05549;-0.02623;9.63861;-5.16250;70.04375;13.86875
-3.10185;-0.07259;9.73926;-4.85625;67.02500;10.93750
-3.02560;0.03660;9.64227;-0.78750;62.30000;12.55625
-3.09453;-0.07259;9.73011;-3.85000;60.85625;12.46875
-3.09880;-0.01525;9.69351;-2.36250;56.91875;11.59375
-3.05671;0.01952;9.70144;-3.01875;55.12500;12.46875
-3.10063;-0.05429;9.69107;-4.11250;52.85000;13.03750
-3.08477;-0.00610;9.70998;-2.45000;49.70000;10.19375
-3.07196;0.01098;9.63129;-2.80000;47.42500;13.38750
-3.15858;-0.08601;9.70998;-4.59375;45.19375;12.16250
-3.07806;0.01220;9.67765;-0.39375;40.29375;10.63125
-3.11710;-0.03233;9.65752;-4.41875;39.90000;13.12500
-3.13174;-0.04880;9.70510;-2.71250;37.10000;11.98750
-3.08233;0.03965;9.66850;-3.15000;33.81875;13.86875
-3.15004;-0.07564;9.72096;-3.32500;31.45625;11.50625
-3.09453;0.00305;9.62031;-0.52500;27.03750;12.38125
-3.13479;-0.05612;9.67887;-4.55000;26.81875;13.16875
-3.13723;-0.04026;9.68985;-1.66250;22.31250;12.29375
-3.13113;-0.03599;9.66911;-2.58125;20.60625;11.76875
-3.12381;0.00000;9.67704;-1.53125;17.63125;12.95000
-3.13235;-0.05490;9.69534;-3.23750;16.97500;12.46875
-3.10490;-0.00793;9.65142;-1.22500;12.99375;12.20625
-3.11466;-0.02501;9.65081;-2.58125;11.90000;13.38750
-3.11161;-0.03355;9.68985;-2.18750;9.14375;12.64375
-3.10978;-0.01464;9.70083;-2.45000;4.81250;12.68750
-3.10734;-0.04087;9.68558;-1.31250;1.00625;12.81875
-3.08965;-0.01403;9.70632;-1.66250;-1.88125;12.25000
-3.11344;-0.03904;9.65081;-1.83750;-4.28750;14.26250
-3.09758;-0.05124;9.69534;-2.45000;-6.73750;12.11875
-3.05976;0.01830;9.70510;-0.52500;-10.36875;11.81250
-3.07440;-0.03233;9.67582;-2.31875;-12.11875;13.47500
-3.12137;-0.08906;9.67887;-1.61875;-15.05000;13.25625
-3.03780;0.02501;9.68253;-0.74375;-17.76250;12.07500
-3.05976;-0.02684;9.66118;-1.96875;-19.20625;14.83125
-3.08782;-0.07198;9.71730;0.39375;-24.89375;12.16250
-2.99388;0.03904;9.67338;-1.92500;-25.33125;15.22500
-3.08904;-0.08845;9.75939;-2.45000;-27.82500;12.81875
-2.99388;0.03782;9.67399;1.00625;-32.33125;11.81250
-3.01462;-0.03294;9.69168;-2.40625;-32.33125;13.73750
-3.01889;-0.05673;9.71181;-0.91875;-35.13125;12.95000
-2.98412;-0.00976;9.67826;-0.30625;-38.28125;13.43125
-3.00486;-0.02257;9.73560;-1.40000;-40.25000;13.60625
-2.96948;-0.01037;9.72279;-0.26250;-43.70625;13.51875
-3.00486;-0.04331;9.75268;-1.31250;-45.19375;13.34375
-2.94264;-0.02196;9.71181;0.43750;-48.21250;13.21250
-2.95484;-0.03416;9.71730;-0.21875;-51.45000;13.21250
-2.92129;-0.03538;9.74963;-0.87500;-53.63750;13.78125
-2.93471;-0.01220;9.73682;0.39375;-56.74375;12.77500
-2.89750;-0.01342;9.70937;0.30625;-58.49375;14.39375
-2.87859;-0.05429;9.73987;-0.35000;-60.72500;13.47500
-2.88225;-0.00915;9.72950;0.43750;-63.87500;13.91250
-2.89079;-0.04697;9.79538;-0.96250;-64.66250;13.08125
-2.81820;0.03599;9.71547;2.18750;-68.60000;13.73750
-2.86212;-0.03233;9.76244;-1.88125;-68.16250;14.35000
-2.83650;-0.03416;9.77220;0.30625;-72.97500;12.90625
-2.77733;0.02257;9.73621;-0.96250;-74.98750;14.30625
-2.78465;-0.02989;9.77403;-0.30625;-77.56875;14.13125
-2.76208;-0.01037;9.80270;0.26250;-79.84375;12.55625
-2.72670;-0.00427;9.77098;1.13750;-82.55625;13.43125
-2.73707;-0.02440;9.78989;-0.26250;-83.91250;14.35000
-2.71694;-0.03111;9.79172;0.56875;-86.75625;13.56250
-2.68339;0.02257;9.81002;0.87500;-88.55000;14.00000
-2.66021;-0.02074;9.81490;0.61250;-90.47500;14.13125
-2.66631;-0.02440;9.81795;0.70000;-92.92500;13.73750
-2.61324;0.01830;9.81795;0.65625;-94.89375;14.35000
-2.60104;-0.02318;9.81734;0.04375;-97.38750;14.65625
-2.60714;-0.04453;9.82222;0.83125;-100.97500;13.51875
-2.56810;0.04270;9.82893;1.57500;-103.25000;14.61250
-2.53943;-0.03355;9.84479;-0.30625;-104.73750;14.52500
-2.50710;-0.00854;9.83503;1.35625;-108.01875;13.56250
-2.49490;0.00305;9.84601;0.65625;-109.59375;15.09375
-2.49368;-0.03538;9.89969;0.87500;-112.13125;13.91250
-2.42719;0.03172;9.84479;2.18750;-115.71875;14.21875
-2.45098;-0.03660;9.88566;-0.30625;-115.45625;15.26875
-2.41560;-0.00610;9.86431;2.10000;-120.09375;13.34375
-2.36375;0.00244;9.85882;1.35625;-121.80000;14.56875
-2.38449;-0.03965;9.87834;1.13750;-124.51250;13.86875
-2.31739;-0.00671;9.86065;2.01250;-127.35625;13.91250
-2.33386;-0.01037;9.85821;1.22500;-128.05624;15.75000
-2.27347;-0.01891;9.91677;1.61875;-130.81250;13.65000
-2.22040;0.03294;9.88932;2.75625;-132.08125;14.65625
-2.26371;-0.02928;9.94361;0.21875;-132.38750;15.13750
-2.17770;0.02623;9.95093;2.62500;-135.31876;13.34375
-2.14293;-0.00488;9.86492;1.31250;-135.80000;14.78750
-2.15086;-0.00427;9.92409;0.70000;-135.62500;15.26875
-2.13378;0.00061;9.92409;2.05625;-138.25000;14.87500
-2.11914;-0.00061;9.95093;2.01250;-141.39999;13.73750
-2.01849;0.06893;9.90518;1.09375;-140.43750;16.36250
-2.06180;-0.01281;9.95825;1.18125;-142.27499;13.91250
-1.96298;0.07442;9.90884;3.71875;-145.07500;14.48125
-2.00812;-0.03233;9.96984;-0.30625;-143.71875;14.83125
-1.94346;0.02196;10.01010;3.50000;-148.18124;13.47500
-1.87331;0.02135;9.95276;2.45000;-148.61874;15.83750
-1.90015;-0.05063;10.01925;0.26250;-149.18750;14.43750
-1.78364;0.05734;9.97960;4.33125;-153.86874;13.16875
-1.83183;0.00549;9.99363;0.52500;-152.77499;15.61875
-1.81109;-0.01281;10.02535;3.28125;-156.53751;14.52500
-1.74643;0.05002;9.99424;1.40000;-157.19376;15.18125
-1.74704;-0.02989;10.03877;2.31875;-160.69376;14.87500
-1.66652;0.03050;9.98692;2.93125;-162.70625;14.91875
-1.67079;0.01952;10.03084;2.05625;-164.28125;14.61250
-1.62687;0.03050;10.03572;2.40625;-166.51250;14.43750
-1.58112;0.00671;10.04670;2.66875;-167.64999;15.22500
-1.55855;0.00793;10.02474;2.27500;-169.09375;14.78750
-1.50243;0.04270;10.02840;2.66875;-170.01250;14.52500
-1.49145;0.00061;10.04121;1.96875;-170.84375;15.53125
-1.48962;0.01037;10.06439;2.97500;-171.23750;15.53125
-1.43838;0.02440;10.01742;3.23750;-172.63750;16.01250
-1.40544;0.01769;10.05158;2.53750;-173.25000;15.44375
-1.34078;0.05002;10.02352;3.06250;-173.77499;14.74375
-1.32431;0.01769;10.08696;2.10000;-173.29375;15.66250
-1.24806;0.03294;10.06744;2.97500;-174.16875;13.82500
-1.24867;0.02684;10.10160;2.01250;-174.16875;15.13750
-1.21939;0.02806;10.09977;2.40625;-175.08749;15.18125
-1.17791;0.01891;10.09672;2.23125;-175.70000;14.91875
-1.12728;0.04148;10.07720;3.06250;-177.23125;14.83125
-1.10715;0.03294;10.08208;2.66875;-177.36250;15.75000
-1.07482;0.01647;10.11502;3.06250;-178.50000;14.87500
-1.04981;0.05063;10.11685;2.53750;-181.12500;15.09375
-1.01504;0.00915;10.12417;2.40625;-182.74374;15.22500
-0.93208;0.05490;10.12539;2.23125;-184.53751;15.75000
-0.92903;0.04697;10.12722;2.88750;-186.37500;15.48750
-0.86864;0.06039;10.12905;2.58125;-187.95000;16.01250
-0.84424;0.02501;10.13881;2.58125;-189.13126;14.87500
-0.78690;0.08601;10.10038;3.23750;-190.70625;15.18125
-0.80459;-0.00793;10.13515;2.36250;-190.61874;15.75000
-0.74298;0.04453;10.13942;2.80000;-191.10001;14.43750
-0.70028;0.05856;10.11075;3.10625;-190.70625;15.70625
-0.66307;0.04392;10.13027;3.10625;-189.65625;14.08750
-0.61732;0.06649;10.08269;2.88750;-188.91251;15.61875
-0.59963;0.00976;10.12051;3.01875;-188.51875;16.31875
-0.54168;0.06222;10.13759;3.10625;-188.21249;14.52500
-0.48190;0.09760;10.17480;3.10625;-187.38126;15.13750
-0.49532;0.02501;10.16931;2.49375;-188.16875;16.31875
-0.40992;0.05368;10.10648;2.49375;-187.81876;14.35000
-0.38430;0.07198;10.13088;3.06250;-188.21249;16.10000
-0.34770;0.04575;10.15650;2.93125;-188.03751;15.09375
-0.29890;0.08601;10.14430;2.53750;-189.39375;15.26875
-0.28426;0.06466;10.18151;3.01875;-189.56876;16.75625
-0.26291;0.03416;10.14247;3.41250;-192.01875;14.13125
-0.19276;0.10614;10.14003;3.36875;-191.40625;16.31875
-0.17934;0.01769;10.16260;2.80000;-192.58749;15.35625
-0.12505;0.09089;10.14552;2.31875;-193.89999;15.18125
-0.04331;0.09516;10.18334;3.23750;-193.81250;15.88125
-0.06283;0.04575;10.16748;2.53750;-194.38126;15.92500
0.00122;0.07747;10.17297;2.97500;-194.38126;15.44375
0.02928;0.08601;10.12966;2.93125;-194.16251;15.18125
0.07198;0.07747;10.11075;3.23750;-193.63750;15.31250
0.13176;0.12078;10.14552;3.23750;-192.50000;15.31250
0.11407;0.03172;10.13576;2.40625;-191.14375;15.00625
0.15128;0.08052;10.13332;2.88750;-189.43750;15.57500
0.18727;0.02257;10.17785;2.75625;-188.56250;15.31250
0.26596;0.09089;10.15528;2.84375;-187.68750;15.40000
0.25498;0.03477;10.15040;2.80000;-186.76875;15.22500
0.35502;0.10736;10.12295;3.67500;-186.63750;14.08750
0.34648;0.04270;10.12478;2.40625;-186.11250;16.97500
0.44408;0.10309;10.13271;3.23750;-186.85625;14.30625
0.47336;0.10797;10.16687;2.71250;-187.03125;15.26875
0.50508;0.08723;10.12112;2.23125;-187.25000;15.22500
0.53070;0.08113;10.14918;2.80000;-188.82500;15.35625
0.55510;0.10187;10.15650;3.01875;-188.56250;15.57500
0.58865;0.05978;10.14613;2.45000;-189.30624;14.13125
0.66063;0.11651;10.11441;2.36250;-188.82500;15.88125
0.66124;0.05429;10.15162;2.66875;-188.86874;15.79375
0.76982;0.14884;10.04914;4.15625;-189.39375;14.65625
0.77775;0.12078;10.01925;3.10625;-187.33749;15.31250
0.81923;0.15738;10.05158;3.76250;-185.54375;16.01250
0.84363;0.14762;10.05219;3.67500;-184.27499;15.44375
0.87108;0.10614;10.12112;2.01250;-182.13126;14.17500
